tx_id,timestamp,from_address,to_address,amount,token,method,chain,is_new_address,velocity_last_window,score,penalty_total,reasons,explain
0xbdebdce090240a9eb34b4b9fc76332345bed45b6419b5013036be09fefbe6752,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0xcdd6f9ae72cd951fd1fb8118dd22675ef268d764,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xa431b0a29e0cd1fe338b0806c9f3bc0e2d7f3ee8b7900ddf7fc0bc88d7486867,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0x9fa26e65edcc671db417217b59cb2e9bed16b38b,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xef56bb02d8d4b6ca3b1f6492024f52a7d3601e320c7adf9ee76ed8478bf17a8d,2025-08-25T22:12:59+00:00,0x61cb829db7fde2b1efb0c381a502ba1cf1da838e,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xffbb0af0a39fc3137d0bdc0095c29631b4aae61beb322bf687d5b7dbcb321523,2025-08-25T22:12:59+00:00,0xd2adf24253056d45731a8561749fc9b2ffa4fe19,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xb4f397af6418a26af87256ca8d561c9f001d5d1de81022772d25cda6aa90aa43,2025-08-25T22:12:59+00:00,0x0bde59981fdeac219ce9e618d27f193438bff786,0x81463b0f960f247f704377661ec81c1fd65b5128,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xfcfe80f2a3f56eee7def6c18eba4a0d6b1261c66d0c4c61b2d651a9ce01e128f,2025-08-25T22:12:59+00:00,0x396343362be2a4da1ce0c1c210945346fb82aa49,0xce91228789b57deb45e66ca10ff648385fe7093b,2.783e-05,ETH,TRANSFER,ETH,no,0,100,0,,"{""weights"": {}, ""contrib_pct"": {}}"
0x2df28370f84644ff4e482c6a09d47a2a8d40d6ad4bba35b38dfe18523fe8f02f,2025-08-25T22:12:59+00:00,0x8fca4ade3a517133ff23ca55cdaea29c78c990b8,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xb0d849d80ca868d2aac98c2900fbf27ec821ab04651ea520e02dd4ef00ea7b11,2025-08-25T22:12:59+00:00,0x31b60ddbbbc1c9d94a7299fdcccc9158ae55f4a8,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x224522ff5de131c5b5a2e6e1e8de654662b1173d56afe02465c2610c69cda629,2025-08-25T22:12:59+00:00,0x26e29cfe564a7ce686c0d07f9648448eb4533d82,0xd3bede0d95ff696c3545c2802b1b7f0f97b8f264,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xec32881f7ead1fabc3c613e2d474a0bf080201a6af0dba275ff28041a6934ecc,2025-08-25T22:12:59+00:00,0xb06ee1dec4be47f597709c907fb457263cf2a07c,0x2e1dee213ba8d7af0934c49a23187babeaca8764,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xa1621534907bdf53a8856a008bfa9a667cf01fb65c011027b8e4c69bdf41b62e,2025-08-25T22:12:59+00:00,0xb721fbe4fffa66dfdf27d2d23a1fa863c99988c1,0xab5cfb0eabb8e661ba8692b24f4dbf76848b26b0,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xde7b5a6ad454f8760687485ab25ce512d811e29f6a05e971656a883c15e10e8c,2025-08-25T22:12:59+00:00,0xf459cbb6637f55f40bea7dde29a49e33fbe93a0b,0x9b6ca4ab9457640f32f4ac0b48264986e243c42e,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x92047f64c27d0358d274d35243f5dd02fe8bbd69f89fff996d5614c2993a2bae,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0xc4b0d3fcb8331267fb1b6ac761b55c03bcb6a4cf,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xedfdef2bd89ac2ef6030df59214068cb6375763ed977f8f77211ca4804ecb60b,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0x510529c12d2bb47ee948453bd95734d93453de36,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x204ea3741844aa0eede76222e754bee53161df4da8e3a8fd80464b7b5906b51d,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0x6d753507e2467006d0691651a1eda4ba74d537d0,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x79ad5cc9a6b1e252b30a0f23e00e0aecbe7e759c2319ea9e6f80d16c2f9af45d,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0xcc22534c3feb86d14aedd82fcfcd4f76a6e7c26b,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x132b1b3333c18f0c69e2a7ccbc4ff7539199e230857e30d33100ecaef66583ca,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0xee8fc22936c5ab75d3b028b9f7f9c1f4009951a6,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xaee80ac6306384e9c5a4c1b85869e7fe83d6398d97a717f38c6a311fbb271312,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0x517d93b1955de00b7dc5bede30e32a2d8844c6e0,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xbb07da6f2cc1fc22434afbac0c988c7e2d0ae9415b1e8bdb5700452780466635,2025-08-25T22:12:59+00:00,0x9430801ebaf509ad49202aabc5f5bc6fd8a3daf8,0xa6347f085a7533cb93fdd39de9744038d442b03d,0.014,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xc6e0ae5bdde53039be8678053f3a4362dd21df381e36314689477530be6d37f4,2025-08-25T22:12:59+00:00,0x27bffb0f09c18539f9a47a39958bb149fe42a155,0x28c6c06298d514db089934071355e5743bf21d60,34.51665297,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xf578b687123afea4d7017508ddf0410e97096c7c2a630e05835fbd7c461c7211,2025-08-25T22:12:59+00:00,0xc280f318280a5e037eaf3561962bf4498df3f7aa,0x28c6c06298d514db089934071355e5743bf21d60,1.5460079,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xf078a4e31753cbf5d1611c971cd8cef4e8e2f31ca034c2cd125fe55847d263c1,2025-08-25T22:12:59+00:00,0x792eecff0cbc7765618a81f0ff2bef35b17e566a,0x0000000000001ff3684f28c67538d4d072c22734,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xbdfd134e10531caf34420cce60a45e10715901474b409c8c7f800e031eb40d6d,2025-08-25T22:12:59+00:00,0x96ca3e64765b4b45ece249c905a0bb37fec4f08f,0x111111125421ca6dc452d289314280a0f8842a65,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xa9dc5857d74b19c3120ad83376c1569c27da3917a58673d1377026d75c0826c6,2025-08-25T22:12:59+00:00,0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460,0x09c30cdcdd971423cb3ba757a47d56c35d06d818,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x7b96d0c729af8a0b2f4f1c208b23d1f873a1c4ad8940227075b8fb4eec0f2cb9,2025-08-25T22:12:59+00:00,0xc27b1b1590903e4afe094b3348ef77cc46fae8cb,0x0000000000001ff3684f28c67538d4d072c22734,0.11448069,ETH,TRANSFER,ETH,no,0,100,0,,"{""weights"": {}, ""contrib_pct"": {}}"
0x59db8ea1efc51784fdfb7377d4784e5f5239ed691511ee34b619d3daead9bcbe,2025-08-25T22:12:59+00:00,0x930a46935042d35cc4393ff5f9b9bf9f2e3afd09,0x5b14db1af7101ec1dafa828eaa774e13161efb53,2.25227371,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x826112b045497af14ee7d37e2a2f776899154327e4c7feae816bea0899f8ed7a,2025-08-25T22:12:59+00:00,0xb1d41f3c30752ad3b64234e079162438c22dfc97,0x0000000000001ff3684f28c67538d4d072c22734,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x9f30dfb6318aee766dc1ec243bedf33537dad55e8cced2fc2cf3acc6d0ceceae,2025-08-25T22:12:59+00:00,0x10f27821659cdde07b6554c5e4b2c38ab0e73c71,0x0000000000001ff3684f28c67538d4d072c22734,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x5a6933bed32a7373b17836d54b367c11064dc300935b2bf2832004227d9eedcf,2025-08-25T22:12:59+00:00,0x23be55946d58022a7697f893942e331908b38782,0x513d3246a54148192d6bef4de81885c8f4bfe96c,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x345077e0e5e184aea484b13179760e16a043a5f97d9be66156edeaed2d4a1a84,2025-08-25T22:12:59+00:00,0x720c952e15ea261bc92406019826f51b02524dc8,0xd3bede0d95ff696c3545c2802b1b7f0f97b8f264,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x15e3ecbdce0efa316c3e6e1371880d29b6a4b7d479a5eb4c5c7d404bc7303130,2025-08-25T22:12:59+00:00,0x678111a6ca5749f1744b5e080a855cec8d631e20,0x507888e987257a8dde6f8afa46375cefe2cbf504,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x5b52512181d5b7a922450886344197e8669b4c340215a3ba27ad2189f07f2946,2025-08-25T22:12:59+00:00,0x520ef9f4340bd188c7b6b4dfb71158036f4e40e5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x4b50effc9aeb7f05202d170267687185897e0b01f8bc16c84e29cdc22d7deee1,2025-08-25T22:12:59+00:00,0xfdf36c9e8b92860159db3a5168121c6842af8456,0xdf31a70a21a1931e02033dbba7deace6c45cfd0f,0.0549446,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xbda630004ffe8212ae734d267de57ed902fd87f2c5381ff9ebd5ee45d5456da5,2025-08-25T22:12:59+00:00,0x24aee57bee69d076fedec0f6396dcc011d2daeb4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x27d55926f0da16907b093e65ff4249e7b44bf1d84361f338fb65bf4124b39dd9,2025-08-25T22:12:59+00:00,0x38f7f543974072af60aacd313d4022e350fd2c1d,0x0eae044f00b0af300500f090ea00027097d03000,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x427cc5f6d3908aa3dd3e14b8f9596dffc1444a5f7e6cb059ae302ecd1fc7ff49,2025-08-25T22:12:59+00:00,0x000000002a634f97eef66251b538046514d94f4a,0xa12ffb73efa3b5f2edb0c528cbff7aee34d60e37,0.0,ETH,TRANSFER,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x25234a7804478151fb908eb1e79918783f5fc2c795ff51b5f00747db0a2ec1ec,2025-08-25T22:12:59+00:00,0x3749dd5d2820dc16f8128c81b14a3eba5826e04f,0x5ff137d4b0fdcd49dca30c7cf57e578a026d2789,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0x74fdec707484c00a717cc260edca90d3e180b56a4921c3115f6b4c5ba8df8456,2025-08-25T22:12:59+00:00,0xd608bc832e4a78dee45102b05b42b2309a18d5f4,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xd6152832ba9ffbec6882412a6be92e43972d0eed07312cf5dc35acb651e98fe4,2025-08-25T22:12:59+00:00,0xb6b593e4f63cdbea213ca785cce9f5883f534907,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
0xd9c5eda96f4ca3d58f9addb8abec7fab23c2e379e0e185064cbd87feb16cbb45,2025-08-25T22:12:59+00:00,0xefbf4ba6cc7bd4c5198a6bc2ec3a0dec2e5a59d1,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,0.0,ETH,CALL,ETH,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
MOCK-1756160646-0,2025-08-25T21:21:06.845060+00:00,0xf16e48c904c6874b7978be6979451079c24b2450,0x252540a7354bc8c2b2b7a8f33eddbcb76cbcba09,0.47112522,ETH,TRANSFER,MOCK,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
MOCK-1756160646-1,2025-08-25T20:42:06.845060+00:00,0x4a06c9fb404c669fff0a4e549aa65147d9087365,0x9e0c233cb270c49ae3399730fb4979fa35294955,5746.5,USDT,APPROVE,MOCK,yes,0,50,50,Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""new_address"": 40.0, ""sensitive_token"": 30.0, ""sensitive_method"": 30.0}}"
MOCK-1756160646-2,2025-08-25T22:09:06.845060+00:00,0xa68c58162fedfc4a7e718e457b0820a790bbf3f0,0xa29b286c23c69123b1e9486ac074fe2f3dca118d,16012.2,USDC,APPROVE,MOCK,yes,0,25,75,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""high_amount"": 33.3, ""new_address"": 26.7, ""sensitive_token"": 20.0, ""sensitive_method"": 20.0}}"
MOCK-1756160646-3,2025-08-25T20:50:06.845060+00:00,0x876afe773ef1cc06ff57a5c4cd7fed27cf53167e,0xedecaf22aa6db70898490cea59bac3de5dc2da6d,12560.34,USDT,TRANSFER,MOCK,yes,0,40,60,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15}, ""contrib_pct"": {""high_amount"": 41.7, ""new_address"": 33.3, ""sensitive_token"": 25.0}}"
MOCK-1756160646-4,2025-08-25T21:50:06.845060+00:00,0xd184799b10b275ea150dfb9d7093301cdb5f50d7,0x391e721148a49c16792a6361573be4f016538b06,23306.93,USDC,SWAP,MOCK,yes,0,25,75,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""high_amount"": 33.3, ""new_address"": 26.7, ""sensitive_token"": 20.0, ""sensitive_method"": 20.0}}"
MOCK-1756160646-5,2025-08-25T20:36:06.845060+00:00,0x6f77319a4ba5f101c6f1b4986735ffe2c9fc16c7,0x8053afd8c60466d166ad4d9f14700ec8c6bbed3b,7643.79,USDC,TRANSFER,MOCK,yes,0,65,35,Endereço remetente não conhecido; Token sensível,"{""weights"": {""new_address"": 20, ""sensitive_token"": 15}, ""contrib_pct"": {""new_address"": 57.1, ""sensitive_token"": 42.9}}"
MOCK-1756160646-6,2025-08-25T22:07:06.845060+00:00,0x7c0357aa5033c49f44d069858364870001764599,0x89a95d64fd74c8d9ef795bc1ef75da265e796bc6,9003.54,DAI,SWAP,MOCK,yes,0,50,50,Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""new_address"": 40.0, ""sensitive_token"": 30.0, ""sensitive_method"": 30.0}}"
MOCK-1756160646-7,2025-08-25T20:59:06.845060+00:00,0x68f734e92fb3dea64feb582327e293c8af263e96,0xfa824283e0c7ff6333c7cecf8039c36ade304f16,19540.41,USDC,TRANSFER,MOCK,yes,0,40,60,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15}, ""contrib_pct"": {""high_amount"": 41.7, ""new_address"": 33.3, ""sensitive_token"": 25.0}}"
MOCK-1756160646-8,2025-08-25T20:37:06.845060+00:00,0x41a571bc2d258cb76f6569386f622e89dc9c7a05,0x68cd036c6efd0534fb90e57c912a4d1fdef2be4c,3775.64,USDT,APPROVE,MOCK,yes,0,50,50,Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""new_address"": 40.0, ""sensitive_token"": 30.0, ""sensitive_method"": 30.0}}"
MOCK-1756160646-9,2025-08-25T22:22:06.845060+00:00,0xa2b0b06541d5ce8ed4f5b1f3ab136700eb1e9bf3,0x0093ad8a38b3fa1a22f0b5ef56721b855ffba20d,20573.26,DAI,SWAP,MOCK,yes,0,25,75,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""high_amount"": 33.3, ""new_address"": 26.7, ""sensitive_token"": 20.0, ""sensitive_method"": 20.0}}"
MOCK-1756160646-10,2025-08-25T21:20:06.845060+00:00,0xb5caa943ad8e918ad3eca06da0b687aae1b11f98,0xbe79392ff735568b7634f33e0cfa46065096894f,15332.43,USDT,APPROVE,MOCK,yes,0,25,75,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""high_amount"": 33.3, ""new_address"": 26.7, ""sensitive_token"": 20.0, ""sensitive_method"": 20.0}}"
MOCK-1756160646-11,2025-08-25T20:27:06.845060+00:00,0x177fe0ddafd516637c1629df9eb81d075a0fc5c1,0x453368273e8ab6d7778d2b5562656416c6dc7a45,18287.59,USDC,APPROVE,MOCK,yes,0,25,75,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível; Método sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""high_amount"": 33.3, ""new_address"": 26.7, ""sensitive_token"": 20.0, ""sensitive_method"": 20.0}}"
MOCK-1756160646-X,2025-08-25T22:23:06.845060+00:00,0x8856599b86858a4c61cb67c26c5b1d7d41faa49d,0x71a08d84c0e5dc18f21282c7ba90c9eb1a5270d9,23529.2,USDT,APPROVE,MOCK,no,0,45,55,Valor alto (>= 10000.0); Token sensível; Método sensível,"{""weights"": {""high_amount"": 25, ""sensitive_token"": 15, ""sensitive_method"": 15}, ""contrib_pct"": {""high_amount"": 45.5, ""sensitive_token"": 27.3, ""sensitive_method"": 27.3}}"
MOCK-1756161113-0,2025-08-25T20:33:53.777176+00:00,0x2713046138a25d447454494402a539a4a4b691e2,0x757a051a90d06e23c8b942d3f0c1f5b3bae754e0,0.09818502,ETH,TRANSFER,MOCK,yes,0,80,20,Endereço remetente não conhecido,"{""weights"": {""new_address"": 20}, ""contrib_pct"": {""new_address"": 100.0}}"
MOCK-1756161113-1,2025-08-25T21:24:53.777176+00:00,0x25b1559202de0bf503611c4a77c76bf05b45dc0d,0x5416bed1f5633a000676fd6ce1e72bba6fc4e992,22255.57,USDT,TRANSFER,MOCK,yes,0,40,60,Valor alto (>= 10000.0); Endereço remetente não conhecido; Token sensível,"{""weights"": {""high_amount"": 25, ""new_address"": 20, ""sensitive_token"": 15}, ""contrib_pct"": {""high_amount"": 41.7, ""new_address"": 33.3, ""sensitive_token"": 25.0}}"
MOCK-1756161113-2,2025-08-25T21:07:53.777176+00:00,0x868d1577869202496e812812ce0d02dd2a896fa0,0xf0b4d647dfc77e0d99f7e5f94574e3a4392ba07a,4050.96,USDC,TRANSFER,MOCK,yes,0,65,35,Endereço remetente não conhecido; Token sensível,"{""weights"": {""new_address"": 20, ""sensitive_token"": 15}, ""contrib_pct"": {""new_address"": 57.1, ""sensitive_token"": 42.9}}"
